Appl_No,Appl_Type,Ingredient,Dosage,Form,Route,Trade_Name,Applicant,Strength,Product_No,Patent_No,Patent_Expire_Date_Text,Drug_Substance_Flag,Drug_Product_Flag,Patent_Use_Code,Submission_Date
202714,N,CARFILZOMIB,,,INTRAVENOUS,KYPROLIS,ONYX PHARMS AMGEN,10MG/VIAL,1,7491704,2025-04-14,,,U-2320,2012-08-09
202714,N,CARFILZOMIB,,,INTRAVENOUS,KYPROLIS,ONYX PHARMS AMGEN,10MG/VIAL,1,7491704,2025-04-14,,,U-2319,2012-08-09
208564,N,ESTRADIOL,,,VAGINAL,IMVEXXY,MAYNE PHARMA,0.004MG,2,11351182,2032-11-21,,,U-2316,2022-06-09
202714,N,CARFILZOMIB,,,INTRAVENOUS,KYPROLIS,ONYX PHARMS AMGEN,10MG/VIAL,2,7491704,2025-04-14,,,U-2319,2016-08-15
202714,N,CARFILZOMIB,,,INTRAVENOUS,KYPROLIS,ONYX PHARMS AMGEN,10MG/VIAL,2,7491704,2025-04-14,,,U-2947,2016-08-15
202714,N,CARFILZOMIB,,,INTRAVENOUS,KYPROLIS,ONYX PHARMS AMGEN,10MG/VIAL,2,7491704,2025-04-14,,,U-2320,2016-08-15
208564,N,ESTRADIOL,,,VAGINAL,IMVEXXY,MAYNE PHARMA,0.004MG,1,11351182,2032-11-21,,,U-2317,2022-06-09
202714,N,CARFILZOMIB,,,INTRAVENOUS,KYPROLIS,ONYX PHARMS AMGEN,10MG/VIAL,1,8129346,2025-04-14,,,U-2947,2012-08-09
202714,N,CARFILZOMIB,,,INTRAVENOUS,KYPROLIS,ONYX PHARMS AMGEN,10MG/VIAL,1,8129346,2025-04-14,,,U-2319,2012-08-09
202714,N,CARFILZOMIB,,,INTRAVENOUS,KYPROLIS,ONYX PHARMS AMGEN,10MG/VIAL,1,8129346,2025-04-14,,,U-2320,2012-08-09
202714,N,CARFILZOMIB,,,INTRAVENOUS,KYPROLIS,ONYX PHARMS AMGEN,10MG/VIAL,1,8207127,2025-04-14,,,U-2320,2012-08-09
202714,N,CARFILZOMIB,,,INTRAVENOUS,KYPROLIS,ONYX PHARMS AMGEN,10MG/VIAL,1,8207127,2025-04-14,,,U-2319,2012-08-09
202714,N,CARFILZOMIB,,,INTRAVENOUS,KYPROLIS,ONYX PHARMS AMGEN,10MG/VIAL,1,8207127,2025-04-14,,,U-2947,2012-08-09
202714,N,CARFILZOMIB,,,INTRAVENOUS,KYPROLIS,ONYX PHARMS AMGEN,10MG/VIAL,2,8129346,2025-04-14,,,U-2947,2016-08-15
202714,N,CARFILZOMIB,,,INTRAVENOUS,KYPROLIS,ONYX PHARMS AMGEN,10MG/VIAL,2,8129346,2025-04-14,,,U-2319,2016-08-15
202714,N,CARFILZOMIB,,,INTRAVENOUS,KYPROLIS,ONYX PHARMS AMGEN,10MG/VIAL,2,8129346,2025-04-14,,,U-2320,2016-08-15
202714,N,CARFILZOMIB,,,INTRAVENOUS,KYPROLIS,ONYX PHARMS AMGEN,10MG/VIAL,2,8207127,2025-04-14,,,U-2947,2016-08-15
202714,N,CARFILZOMIB,,,INTRAVENOUS,KYPROLIS,ONYX PHARMS AMGEN,10MG/VIAL,2,8207127,2025-04-14,,,U-2319,2016-08-15
202714,N,CARFILZOMIB,,,INTRAVENOUS,KYPROLIS,ONYX PHARMS AMGEN,10MG/VIAL,2,8207127,2025-04-14,,,U-2320,2016-08-15
210132,N,ESTRADIOL; PROGESTERONE,,,ORAL,BIJUVA,MAYNE PHARMA,0.5MG;100MG,1,10806740,2032-11-21,,Y,U-2439,2020-10-30
208564,N,ESTRADIOL,,,VAGINAL,IMVEXXY,MAYNE PHARMA,0.004MG,2,11351182,2032-11-21,,,U-2317,2022-06-09
209353,N,TRETINOIN,,,TOPICAL,ALTRENO,DOW PHARM,0.0005,1,11324710,2038-08-22,,,U-2368,2022-06-08
214518,N,TECOVIRIMAT,,,INTRAVENOUS,TPOXX,SIGA TECHNOLOGIES,200MG/20ML (10MG/ML),1,9907859,2031-08-02,,,U-3377,2022-06-10
211192,N,IVOSIDENIB,,,ORAL,TIBSOVO,SERVIER,250MG,1,10980788,2039-06-07,,,U-3383,2021-05-20
202971,N,ARIPIPRAZOLE,FOR SUSPENSION,,INTRAMUSCULAR,ABILIFY MAINTENA KIT,OTSUKA PHARM CO LTD,300MG/VIAL,1,11344547,2033-09-24,,,U-3245,2022-06-24
202971,N,ARIPIPRAZOLE,FOR SUSPENSION,,INTRAMUSCULAR,ABILIFY MAINTENA KIT,OTSUKA PHARM CO LTD,300MG/VIAL,2,11344547,2033-09-24,,,U-3245,2022-06-24
202971,N,ARIPIPRAZOLE,FOR SUSPENSION,,INTRAMUSCULAR,ABILIFY MAINTENA KIT,OTSUKA PHARM CO LTD,300MG/VIAL,3,11344547,2033-09-24,,,U-3245,2022-06-24
202971,N,ARIPIPRAZOLE,FOR SUSPENSION,,INTRAMUSCULAR,ABILIFY MAINTENA KIT,OTSUKA PHARM CO LTD,300MG/VIAL,4,11344547,2033-09-24,,,U-3245,2022-06-24
202971,N,ARIPIPRAZOLE,FOR SUSPENSION,,INTRAMUSCULAR,ABILIFY MAINTENA KIT,OTSUKA PHARM CO LTD,300MG/VIAL,1,11344547,2033-09-24,,,U-814,2022-06-24
202971,N,ARIPIPRAZOLE,FOR SUSPENSION,,INTRAMUSCULAR,ABILIFY MAINTENA KIT,OTSUKA PHARM CO LTD,300MG/VIAL,2,11344547,2033-09-24,,,U-814,2022-06-24
202971,N,ARIPIPRAZOLE,FOR SUSPENSION,,INTRAMUSCULAR,ABILIFY MAINTENA KIT,OTSUKA PHARM CO LTD,300MG/VIAL,3,11344547,2033-09-24,,,U-814,2022-06-24
202971,N,ARIPIPRAZOLE,FOR SUSPENSION,,INTRAMUSCULAR,ABILIFY MAINTENA KIT,OTSUKA PHARM CO LTD,300MG/VIAL,4,11344547,2033-09-24,,,U-814,2022-06-24
22416,N,ESLICARBAZEPINE ACETATE,,,ORAL,APTIOM,SUMITOMO PHARMA AM,200MG,1,11364247,2025-05-06,,,U-2501,2022-06-23
22416,N,ESLICARBAZEPINE ACETATE,,,ORAL,APTIOM,SUMITOMO PHARMA AM,200MG,2,11364247,2025-05-06,,,U-2501,2022-06-23
22416,N,ESLICARBAZEPINE ACETATE,,,ORAL,APTIOM,SUMITOMO PHARMA AM,200MG,3,11364247,2025-05-06,,,U-2501,2022-06-23
22416,N,ESLICARBAZEPINE ACETATE,,,ORAL,APTIOM,SUMITOMO PHARMA AM,200MG,4,11364247,2025-05-06,,,U-2501,2022-06-23
22416,N,ESLICARBAZEPINE ACETATE,,,ORAL,APTIOM,SUMITOMO PHARMA AM,200MG,1,11364247,2025-05-06,,,U-2831,2022-06-23
22416,N,ESLICARBAZEPINE ACETATE,,,ORAL,APTIOM,SUMITOMO PHARMA AM,200MG,2,11364247,2025-05-06,,,U-2831,2022-06-23
22416,N,ESLICARBAZEPINE ACETATE,,,ORAL,APTIOM,SUMITOMO PHARMA AM,200MG,3,11364247,2025-05-06,,,U-2831,2022-06-23
22416,N,ESLICARBAZEPINE ACETATE,,,ORAL,APTIOM,SUMITOMO PHARMA AM,200MG,4,11364247,2025-05-06,,,U-2831,2022-06-23
211192,N,IVOSIDENIB,,,ORAL,TIBSOVO,SERVIER,250MG,1,10653710,2036-10-18,,,U-3387,2022-06-23
206976,N,DICLOFENAC EPOLAMINE,,,TOPICAL,LICART,IBSA INST BIO,0.013,1,11344520,2035-02-20,,,U-3393,2022-06-29
201444,N,SODIUM NITRITE; SODIUM THIOSULFATE,SOLUTION,,"INTRAVENOUS, INTRAVENOUS",NITHIODOTE,HOPE PHARMS,"300MG/10ML(30MG/ML),N/A;N/A,12.5GM/50ML(250MG/ML)",1,9687506,2030-02-10,,Y,U-3394,2022-06-29
201444,N,SODIUM NITRITE; SODIUM THIOSULFATE,SOLUTION,,"INTRAVENOUS, INTRAVENOUS",NITHIODOTE,HOPE PHARMS,"300MG/10ML(30MG/ML),N/A;N/A,12.5GM/50ML(250MG/ML)",1,9687506,2030-02-10,,Y,U-3395,2022-06-29
201444,N,SODIUM NITRITE; SODIUM THIOSULFATE,SOLUTION,,"INTRAVENOUS, INTRAVENOUS",NITHIODOTE,HOPE PHARMS,"300MG/10ML(30MG/ML),N/A;N/A,12.5GM/50ML(250MG/ML)",1,10479686,2030-07-07,,Y,U-3390,2022-06-29
208623,N,MIGALASTAT HYDROCHLORIDE,,,ORAL,GALAFOLD,AMICUS THERAP US,EQ 123MG BASE,1,11389437,2038-05-30,,,U-2371,2022-07-25
208623,N,MIGALASTAT HYDROCHLORIDE,,,ORAL,GALAFOLD,AMICUS THERAP US,EQ 123MG BASE,1,11389436,2038-05-30,,,U-2371,2022-07-25
202860,N,NITRIC OXIDE,,,INHALATION,GENOSYL,VERO BIOTECH INC,800PPM,1,11383059,2025-08-18,,,U-3037,2022-08-11
212888,N,CABOTEGRAVIR; RILPIVIRINE,SUSPENSION,,INTRAMUSCULAR,CABENUVA KIT,VIIV HLTHCARE,400MG/2ML (200MG/ML);600MG/2ML (300MG/ML),1,11389447,2027-06-30,,,U-3405,2022-08-17
212888,N,CABOTEGRAVIR; RILPIVIRINE,SUSPENSION,,INTRAMUSCULAR,CABENUVA KIT,VIIV HLTHCARE,400MG/2ML (200MG/ML);600MG/2ML (300MG/ML),2,11389447,2027-06-30,,,U-3405,2022-08-17
203469,N,PONATINIB HYDROCHLORIDE,,,ORAL,ICLUSIG,TAKEDA PHARMS USA,EQ 10MG BASE,1,11384086,2033-12-12,Y,Y,U-1700,2022-08-03
203469,N,PONATINIB HYDROCHLORIDE,,,ORAL,ICLUSIG,TAKEDA PHARMS USA,EQ 10MG BASE,4,11384086,2033-12-12,Y,Y,U-1948,2022-08-03
203469,N,PONATINIB HYDROCHLORIDE,,,ORAL,ICLUSIG,TAKEDA PHARMS USA,EQ 10MG BASE,3,11384086,2033-12-12,Y,Y,U-1948,2022-08-03
203469,N,PONATINIB HYDROCHLORIDE,,,ORAL,ICLUSIG,TAKEDA PHARMS USA,EQ 10MG BASE,2,11384086,2033-12-12,Y,Y,U-1948,2022-08-03
203469,N,PONATINIB HYDROCHLORIDE,,,ORAL,ICLUSIG,TAKEDA PHARMS USA,EQ 10MG BASE,1,11384086,2033-12-12,Y,Y,U-1948,2022-08-03
203469,N,PONATINIB HYDROCHLORIDE,,,ORAL,ICLUSIG,TAKEDA PHARMS USA,EQ 10MG BASE,4,11384086,2033-12-12,Y,Y,U-1701,2022-08-03
203469,N,PONATINIB HYDROCHLORIDE,,,ORAL,ICLUSIG,TAKEDA PHARMS USA,EQ 10MG BASE,3,11384086,2033-12-12,Y,Y,U-1701,2022-08-03
203469,N,PONATINIB HYDROCHLORIDE,,,ORAL,ICLUSIG,TAKEDA PHARMS USA,EQ 10MG BASE,2,11384086,2033-12-12,Y,Y,U-1701,2022-08-03
203469,N,PONATINIB HYDROCHLORIDE,,,ORAL,ICLUSIG,TAKEDA PHARMS USA,EQ 10MG BASE,1,11384086,2033-12-12,Y,Y,U-1701,2022-08-03
203469,N,PONATINIB HYDROCHLORIDE,,,ORAL,ICLUSIG,TAKEDA PHARMS USA,EQ 10MG BASE,4,11384086,2033-12-12,Y,Y,U-1700,2022-08-03
203469,N,PONATINIB HYDROCHLORIDE,,,ORAL,ICLUSIG,TAKEDA PHARMS USA,EQ 10MG BASE,3,11384086,2033-12-12,Y,Y,U-1700,2022-08-03
203469,N,PONATINIB HYDROCHLORIDE,,,ORAL,ICLUSIG,TAKEDA PHARMS USA,EQ 10MG BASE,2,11384086,2033-12-12,Y,Y,U-1700,2022-08-03
21064,N,PERFLUTREN,,,INTRAVENOUS,DEFINITY,LANTHEUS MEDCL,13.04MG/2ML (6.52MG/ML),2,11395856,2035-12-28,Y,Y,U-665,2022-08-18
212102,N,FENFLURAMINE HYDROCHLORIDE,,,ORAL,FINTEPLA,UCB INC,EQ 2.2MG BASE/ML,1,11406606,2037-08-02,,,U-3406,2022-08-19
212102,N,FENFLURAMINE HYDROCHLORIDE,,,ORAL,FINTEPLA,UCB INC,EQ 2.2MG BASE/ML,1,11406606,2037-08-02,,,U-3407,2022-08-19
207533,N,ARIPIPRAZOLE LAUROXIL,SUSPENSION,,INTRAMUSCULAR,ARISTADA,ALKERMES INC,441MG/1.6ML (275.63MG/ML),1,11406632,2035-03-19,,,U-2402,2022-08-19
207533,N,ARIPIPRAZOLE LAUROXIL,SUSPENSION,,INTRAMUSCULAR,ARISTADA,ALKERMES INC,441MG/1.6ML (275.63MG/ML),3,11406632,2035-03-19,,,U-2402,2022-08-19
207533,N,ARIPIPRAZOLE LAUROXIL,SUSPENSION,,INTRAMUSCULAR,ARISTADA,ALKERMES INC,441MG/1.6ML (275.63MG/ML),2,11406632,2035-03-19,,,U-2402,2022-08-19
207533,N,ARIPIPRAZOLE LAUROXIL,SUSPENSION,,INTRAMUSCULAR,ARISTADA,ALKERMES INC,441MG/1.6ML (275.63MG/ML),4,11406632,2035-03-19,,,U-2402,2022-08-19
216285,N,DROSPIRENONE,TABLET,,ORAL,DROSPIRENONE,EXELTIS USA INC,3.5MG,1,11413249,2031-06-28,,,U-2553,2022-08-22
211367,N,DROSPIRENONE,,,ORAL,SLYND,EXELTIS USA INC,4MG,1,11413249,2031-06-28,,,U-2553,2022-08-22
216387,N,ACALABRUTINIB MALEATE,,,ORAL,CALQUENCE,ASTRAZENECA,EQ 100MG BASE,1,10239883,2032-07-11,,,U-2666,2022-09-01
216387,N,ACALABRUTINIB MALEATE,,,ORAL,CALQUENCE,ASTRAZENECA,EQ 100MG BASE,1,10239883,2032-07-11,,,U-2668,2022-09-01
216387,N,ACALABRUTINIB MALEATE,,,ORAL,CALQUENCE,ASTRAZENECA,EQ 100MG BASE,1,9758524,2032-07-11,,,U-2145,2022-09-01
210365,N,CANNABIDIOL,,,ORAL,EPIDIOLEX,JAZZ PHARMS RES,100MG/ML,1,11406623,2041-03-01,,,U-3233,2022-08-31
210365,N,CANNABIDIOL,,,ORAL,EPIDIOLEX,JAZZ PHARMS RES,100MG/ML,1,11400055,2035-10-13,,,U-3071,2022-08-31
204242,N,BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE,,,SUBLINGUAL,ZUBSOLV,OREXO US INC,EQ 0.7MG BASE;EQ 0.18MG BASE,1,11433066,2032-09-18,,,U-3131,2022-09-20
204242,N,BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE,,,SUBLINGUAL,ZUBSOLV,OREXO US INC,EQ 0.7MG BASE;EQ 0.18MG BASE,2,11433066,2032-09-18,,,U-3131,2022-09-20
204242,N,BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE,,,SUBLINGUAL,ZUBSOLV,OREXO US INC,EQ 0.7MG BASE;EQ 0.18MG BASE,3,11433066,2032-09-18,,,U-3131,2022-09-20
204242,N,BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE,,,SUBLINGUAL,ZUBSOLV,OREXO US INC,EQ 0.7MG BASE;EQ 0.18MG BASE,4,11433066,2032-09-18,,,U-3131,2022-09-20
204242,N,BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE,,,SUBLINGUAL,ZUBSOLV,OREXO US INC,EQ 0.7MG BASE;EQ 0.18MG BASE,5,11433066,2032-09-18,,,U-3131,2022-09-20
211358,N,IVACAFTOR; LUMACAFTOR,,,ORAL,ORKAMBI,VERTEX PHARMS INC,94MG/PACKET;75MG/PACKET,3,9192606,2029-09-29,,Y,U-3428,2022-09-26
211358,N,IVACAFTOR; LUMACAFTOR,,,ORAL,ORKAMBI,VERTEX PHARMS INC,94MG/PACKET;75MG/PACKET,3,9670163,2026-12-28,,Y,U-3429,2022-09-26
211358,N,IVACAFTOR; LUMACAFTOR,,,ORAL,ORKAMBI,VERTEX PHARMS INC,94MG/PACKET;75MG/PACKET,3,9931334,2026-12-28,,Y,U-3429,2022-09-26
211358,N,IVACAFTOR; LUMACAFTOR,,,ORAL,ORKAMBI,VERTEX PHARMS INC,94MG/PACKET;75MG/PACKET,3,10597384,2028-12-04,Y,Y,U-3430,2022-09-26
214377,N,VERICIGUAT,,,ORAL,VERQUVO,MSD,2.5MG,1,11439642,2031-05-19,,,U-3062,2022-10-11
214377,N,VERICIGUAT,,,ORAL,VERQUVO,MSD,2.5MG,2,11439642,2031-05-19,,,U-3062,2022-10-11
214377,N,VERICIGUAT,,,ORAL,VERQUVO,MSD,2.5MG,3,11439642,2031-05-19,,,U-3062,2022-10-11
214801,N,FUTIBATINIB,,,ORAL,LYTGOBI,TAIHO ONCOLOGY,4MG,1,9108973,2033-02-23,Y,Y,U-3456,2022-10-24
216227,N,CHLOROPROCAINE HYDROCHLORIDE,,,OPHTHALMIC,IHEEZO,HARROW EYE,0.03,1,10792271,2038-09-15,,Y,U-3457,2022-10-26
214273,N,ZONISAMIDE,,,ORAL,ZONISADE,AZURITY,100MG/5ML,1,11478456,2038-08-18,,,U-3458,2022-10-26
209510,N,AMISULPRIDE,,,INTRAVENOUS,BARHEMSYS,ACACIA,5MG/2ML (2.5MG/ML),1,9084765,2034-02-26,,,U-3467,2020-03-16
209510,N,AMISULPRIDE,,,INTRAVENOUS,BARHEMSYS,ACACIA,5MG/2ML (2.5MG/ML),2,9084765,2034-02-26,,,U-3467,2022-02-09
215430,N,BUPROPION HYDROCHLORIDE; DEXTROMETHORPHAN HYDROBROMIDE,TABLET,,ORAL,AUVELITY,AXSOME,105MG;45MG,1,11497721,2034-11-05,,,U-3419,2022-12-02
210850,N,SINCALIDE,,,INTRAVENOUS,SINCALIDE,MAIA PHARMS INC,0.005MG/VIAL,1,11318100,2038-04-20,,Y,U-3477,2022-12-02
210850,N,SINCALIDE,,,INTRAVENOUS,SINCALIDE,MAIA PHARMS INC,0.005MG/VIAL,1,11318100,2038-04-20,,Y,U-3478,2022-12-02
21995,N,SITAGLIPTIN PHOSPHATE,,,ORAL,JANUVIA,MERCK SHARP DOHME,EQ 25MG BASE,1,7326708,2026-11-24,Y,Y,U-802,
22117,N,ASENAPINE MALEATE,,,SUBLINGUAL,SAPHRIS,ALLERGAN,EQ 2.5MG BASE,1,7741358,2026-04-06,Y,Y,U-1962,2017-02-10
22117,N,ASENAPINE MALEATE,,,SUBLINGUAL,SAPHRIS,ALLERGAN,EQ 2.5MG BASE,1,7741358,2026-04-06,Y,Y,U-1963,2017-02-10
22117,N,ASENAPINE MALEATE,,,SUBLINGUAL,SAPHRIS,ALLERGAN,EQ 2.5MG BASE,2,7741358,2026-04-06,Y,Y,U-1962,2017-02-10
22067,N,PREDNISOLONE ACETATE,,,ORAL,FLO-PRED,TARO,EQ 5MG BASE/5ML,1,7799331,2028-10-11,,Y,U-139,2012-04-16
22068,N,NILOTINIB HYDROCHLORIDE,,,ORAL,TASIGNA,NOVARTIS,EQ 50MG BASE,1,8389537,2026-07-18,,,U-1374,2013-03-29
209819,N,BUPRENORPHINE,SOLUTION,,SUBCUTANEOUS,SUBLOCADE,INDIVIOR,100MG/0.5ML (100MG/0.5ML),2,11000520,2035-11-06,,,U-3111,2021-05-20
210598,N,REVEFENACIN,,,INHALATION,YUPELRI,MYLAN IRELAND LTD,175MCG/3ML,1,11008289,2030-07-14,,,U-2440,2021-05-20
202971,N,ARIPIPRAZOLE,FOR SUSPENSION,,INTRAMUSCULAR,ABILIFY MAINTENA KIT,OTSUKA PHARM CO LTD,300MG/VIAL,1,10980803,2033-09-24,,,U-543,2021-05-19
202971,N,ARIPIPRAZOLE,FOR SUSPENSION,,INTRAMUSCULAR,ABILIFY MAINTENA KIT,OTSUKA PHARM CO LTD,300MG/VIAL,1,10980803,2033-09-24,,,U-1632,2021-05-19
202971,N,ARIPIPRAZOLE,FOR SUSPENSION,,INTRAMUSCULAR,ABILIFY MAINTENA KIT,OTSUKA PHARM CO LTD,300MG/VIAL,2,10980803,2033-09-24,,,U-543,2021-05-19
202971,N,ARIPIPRAZOLE,FOR SUSPENSION,,INTRAMUSCULAR,ABILIFY MAINTENA KIT,OTSUKA PHARM CO LTD,300MG/VIAL,2,10980803,2033-09-24,,,U-1632,2021-05-19
202971,N,ARIPIPRAZOLE,FOR SUSPENSION,,INTRAMUSCULAR,ABILIFY MAINTENA KIT,OTSUKA PHARM CO LTD,300MG/VIAL,3,10980803,2033-09-24,,,U-543,2021-05-19
202971,N,ARIPIPRAZOLE,FOR SUSPENSION,,INTRAMUSCULAR,ABILIFY MAINTENA KIT,OTSUKA PHARM CO LTD,300MG/VIAL,3,10980803,2033-09-24,,,U-1632,2021-05-19
202971,N,ARIPIPRAZOLE,FOR SUSPENSION,,INTRAMUSCULAR,ABILIFY MAINTENA KIT,OTSUKA PHARM CO LTD,300MG/VIAL,4,10980803,2033-09-24,,,U-1632,2021-05-19
202971,N,ARIPIPRAZOLE,FOR SUSPENSION,,INTRAMUSCULAR,ABILIFY MAINTENA KIT,OTSUKA PHARM CO LTD,300MG/VIAL,4,10980803,2033-09-24,,,U-543,2021-05-19
211192,N,IVOSIDENIB,,,ORAL,TIBSOVO,SERVIER,250MG,1,10980788,2039-06-07,,,U-3112,2021-05-20
211192,N,IVOSIDENIB,,,ORAL,TIBSOVO,SERVIER,250MG,1,10980788,2039-06-07,,,U-3113,2021-05-20
208573,N,VENETOCLAX,,,ORAL,VENCLEXTA,ABBVIE,10MG,1,10993942,2033-09-06,,,U-3114,2021-05-24
208573,N,VENETOCLAX,,,ORAL,VENCLEXTA,ABBVIE,10MG,2,10993942,2033-09-06,,,U-3114,2021-05-24
208573,N,VENETOCLAX,,,ORAL,VENCLEXTA,ABBVIE,10MG,3,10993942,2033-09-06,,,U-3114,2021-05-24
203565,N,FERRIC CARBOXYMALTOSE,,,INTRAVENOUS,INJECTAFER,AM REGENT,1GM IRON/20ML (50MG IRON/ML),1,8895612,2027-01-08,,,U-3115,2014-12-17
203565,N,FERRIC CARBOXYMALTOSE,,,INTRAVENOUS,INJECTAFER,AM REGENT,1GM IRON/20ML (50MG IRON/ML),1,8895612,2027-01-08,,,U-3116,2014-12-17
203565,N,FERRIC CARBOXYMALTOSE,,,INTRAVENOUS,INJECTAFER,AM REGENT,1GM IRON/20ML (50MG IRON/ML),2,8895612,2027-01-08,,,U-3116,2021-02-02
203565,N,FERRIC CARBOXYMALTOSE,,,INTRAVENOUS,INJECTAFER,AM REGENT,1GM IRON/20ML (50MG IRON/ML),2,8895612,2027-01-08,,,U-3115,2021-02-02
203565,N,FERRIC CARBOXYMALTOSE,,,INTRAVENOUS,INJECTAFER,AM REGENT,1GM IRON/20ML (50MG IRON/ML),3,8895612,2027-01-08,,,U-3115,2021-05-21
203565,N,FERRIC CARBOXYMALTOSE,,,INTRAVENOUS,INJECTAFER,AM REGENT,1GM IRON/20ML (50MG IRON/ML),3,8895612,2027-01-08,,,U-3050,2021-05-21
203565,N,FERRIC CARBOXYMALTOSE,,,INTRAVENOUS,INJECTAFER,AM REGENT,1GM IRON/20ML (50MG IRON/ML),3,8895612,2027-01-08,,,U-3116,2021-05-21
203565,N,FERRIC CARBOXYMALTOSE,,,INTRAVENOUS,INJECTAFER,AM REGENT,1GM IRON/20ML (50MG IRON/ML),3,8895612,2027-01-08,,,U-1620,2021-05-21
203565,N,FERRIC CARBOXYMALTOSE,,,INTRAVENOUS,INJECTAFER,AM REGENT,1GM IRON/20ML (50MG IRON/ML),3,8895612,2027-01-08,,,U-3051,2021-05-21
203565,N,FERRIC CARBOXYMALTOSE,,,INTRAVENOUS,INJECTAFER,AM REGENT,1GM IRON/20ML (50MG IRON/ML),3,7754702,2028-02-15,,,U-2555,2021-05-21
203565,N,FERRIC CARBOXYMALTOSE,,,INTRAVENOUS,INJECTAFER,AM REGENT,1GM IRON/20ML (50MG IRON/ML),3,7754702,2028-02-15,,,U-2557,2021-05-21
203565,N,FERRIC CARBOXYMALTOSE,,,INTRAVENOUS,INJECTAFER,AM REGENT,1GM IRON/20ML (50MG IRON/ML),3,7754702,2028-02-15,,,U-2556,2021-05-21
210933,N,LOTEPREDNOL ETABONATE,,,OPHTHALMIC,EYSUVIS,ALCON LABS INC,0.0025,1,10993908,2033-05-03,,,U-3117,2021-05-26
212269,N,DEFERIPRONE,,,ORAL,FERRIPROX,CHIESI,1GM,1,10780055,2038-10-25,,Y,U-3083,2020-10-07
213217,N,ZANUBRUTINIB,,,ORAL,BRUKINSA,BEONE MEDICINES USA,80MG,1,10570139,2034-04-22,,,U-2145,2021-06-04
20866,N,BROMOCRIPTINE MESYLATE,,,ORAL,CYCLOSET,VEROSCIENCE,EQ 0.8MG BASE,1,11000522,2032-04-30,,,U-3119,2021-06-03
20866,N,BROMOCRIPTINE MESYLATE,,,ORAL,CYCLOSET,VEROSCIENCE,EQ 0.8MG BASE,1,11000522,2032-04-30,,,U-3121,2021-06-03
20866,N,BROMOCRIPTINE MESYLATE,,,ORAL,CYCLOSET,VEROSCIENCE,EQ 0.8MG BASE,1,11000522,2032-04-30,,,U-3120,2021-06-03
20866,N,BROMOCRIPTINE MESYLATE,,,ORAL,CYCLOSET,VEROSCIENCE,EQ 0.8MG BASE,1,11000522,2032-04-30,,,U-3122,2021-06-03
209363,N,SECNIDAZOLE,,,ORAL,SOLOSEC,EVOFEM INC,2GM/PACKET,1,11000508,2035-09-04,,Y,U-2583,2021-06-07
209363,N,SECNIDAZOLE,,,ORAL,SOLOSEC,EVOFEM INC,2GM/PACKET,1,11000507,2035-09-04,,Y,U-2583,2021-06-07
215014,N,PEGCETACOPLAN,,,SUBCUTANEOUS,EMPAVELI,APELLIS PHARMS,1080MG/20ML (54MG/ML),1,10875893,2033-11-15,Y,,U-3124,2021-06-09
215014,N,PEGCETACOPLAN,,,SUBCUTANEOUS,EMPAVELI,APELLIS PHARMS,1080MG/20ML (54MG/ML),1,9169307,2027-11-18,Y,,U-3123,2021-06-09
22306,N,SOTALOL HYDROCHLORIDE,,,INTRAVENOUS,SOTALOL HYDROCHLORIDE,ALTATHERA PHARMS LLC,150MG/10ML (15MG/ML),1,10799138,2039-04-05,,,U-3125,2021-06-11
210595,N,ACLIDINIUM BROMIDE; FORMOTEROL FUMARATE,POWDER,,INHALATION,DUAKLIR PRESSAIR,COVIS,0.4MG/INH;0.012MG/INH,1,11000517,2029-03-13,,Y,U-2513,2021-06-10
202057,N,ICOSAPENT ETHYL,,,ORAL,VASCEPA,AMARIN PHARMS,1GM,1,11000499,2033-06-28,,,U-3126,2021-06-10
202057,N,ICOSAPENT ETHYL,,,ORAL,VASCEPA,AMARIN PHARMS,1GM,2,11000499,2033-06-28,,,U-3126,2021-06-10
209363,N,SECNIDAZOLE,,,ORAL,SOLOSEC,EVOFEM INC,2GM/PACKET,1,11020377,2035-09-04,,Y,U-2583,2021-06-16
209776,N,MEROPENEM; VABORBACTAM,,,INTRAVENOUS,VABOMERE,REMPEX,1GM/VIAL;1GM/VIAL,1,11007206,2031-08-08,,,U-3128,2021-06-16
211527,N,TRIFAROTENE,,,TOPICAL,AKLIEF,GALDERMA LABS LP,0.0001,1,9498465,2033-05-30,,Y,U-1033,2021-06-17
22517,N,DESMOPRESSIN ACETATE,,,SUBLINGUAL,NOCDURNA,FERRING PHARMS INC,0.0277MG,1,11020448,2029-05-21,,,U-2327,2021-06-17
214846,N,ESTRADIOL; NORETHINDRONE ACETATE; RELUGOLIX,,,ORAL,MYFEMBREE,SUMITOMO PHARMA,1MG;0.5MG;40MG,1,11033551,2037-09-29,,,U-3129,2021-06-21
214793,N,PIFLUFOLASTAT F-18,,,INTRAVENOUS,PYLARIFY,PROGENICS PHARMS INC,50ML (1-80mCi/ML),1,8778305,2030-09-21,Y,Y,U-3130,2021-06-21
