Appl_No,Appl_Type,Ingredient,Dosage,Form,Route,Trade_Name,Strength,Product_No,Exclusivity_Code,Exclusivity_Date
208026,N,LINAGLIPTIN; METFORMIN HYDROCHLORIDE,TABLET,EXTENDED RELEASE,ORAL,JENTADUETO XR,BOEHRINGER INGELHEIM,1,M-295,2026-06-20
208026,N,LINAGLIPTIN; METFORMIN HYDROCHLORIDE,TABLET,EXTENDED RELEASE,ORAL,JENTADUETO XR,BOEHRINGER INGELHEIM,2,M-295,2026-06-20
208030,N,DEFERIPRONE,,,ORAL,FERRIPROX,CHIESI,1,ODE-417,2028-04-30
208030,N,DEFERIPRONE,,,ORAL,FERRIPROX,CHIESI,1,ODE-418,2028-04-30
208030,N,DEFERIPRONE,,,ORAL,FERRIPROX,CHIESI,1,ODE-419,2028-04-30
208030,N,DEFERIPRONE,,,ORAL,FERRIPROX,CHIESI,2,ODE-417,2028-04-30
208030,N,DEFERIPRONE,,,ORAL,FERRIPROX,CHIESI,2,ODE-418,2028-04-30
208030,N,DEFERIPRONE,,,ORAL,FERRIPROX,CHIESI,2,ODE-419,2028-04-30
208065,N,OSIMERTINIB MESYLATE,,,ORAL,TAGRISSO,ASTRAZENECA,1,I-941,2027-02-16
208065,N,OSIMERTINIB MESYLATE,,,ORAL,TAGRISSO,ASTRAZENECA,1,I-952,2027-09-25
208065,N,OSIMERTINIB MESYLATE,,,ORAL,TAGRISSO,ASTRAZENECA,1,ODE-176,2025-04-18
208065,N,OSIMERTINIB MESYLATE,,,ORAL,TAGRISSO,ASTRAZENECA,1,ODE-337,2027-12-18
208065,N,OSIMERTINIB MESYLATE,,,ORAL,TAGRISSO,ASTRAZENECA,2,I-941,2027-02-16
208065,N,OSIMERTINIB MESYLATE,,,ORAL,TAGRISSO,ASTRAZENECA,2,I-952,2027-09-25
208065,N,OSIMERTINIB MESYLATE,,,ORAL,TAGRISSO,ASTRAZENECA,2,ODE-176,2025-04-18
208065,N,OSIMERTINIB MESYLATE,,,ORAL,TAGRISSO,ASTRAZENECA,2,ODE-337,2027-12-18
208078,N,AMIFAMPRIDINE PHOSPHATE,,,ORAL,FIRDAPSE,CATALYST PHARMS,1,NPP,2025-09-29
208078,N,AMIFAMPRIDINE PHOSPHATE,,,ORAL,FIRDAPSE,CATALYST PHARMS,1,ODE-223,2025-11-28
208081,N,AMINOLEVULINIC ACID HYDROCHLORIDE,,,TOPICAL,AMELUZ,BIOFRONTERA,1,D-194,2027-10-04
208088,N,TESTOSTERONE UNDECANOATE,,,ORAL,TLANDO,VERITY,1,NP,2025-03-28
208215,N,EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,,,ORAL,DESCOVY,GILEAD SCIENCES INC,2,ODE-457,2029-01-07
208232,N,OCTREOTIDE ACETATE,CAPSULE,DELAYED RELEASE,ORAL,MYCAPSSA,CHIESI,1,ODE-474,2027-06-26
208288,N,CHLORHEXIDINE GLUCONATE; ISOPROPYL ALCOHOL,,,TOPICAL,SOLUPREP S,3M HEALTH CARE,1,M-292,2026-01-20
208328,A,DONEPEZIL HYDROCHLORIDE; MEMANTINE HYDROCHLORIDE,CAPSULE,EXTENDED RELEASE,ORAL,MEMANTINE HYDROCHLORIDE AND DONEPEZIL HYDROCHLORIDE,AMNEAL,1,PC,2025-07-15
208328,A,DONEPEZIL HYDROCHLORIDE; MEMANTINE HYDROCHLORIDE,CAPSULE,EXTENDED RELEASE,ORAL,MEMANTINE HYDROCHLORIDE AND DONEPEZIL HYDROCHLORIDE,AMNEAL,2,PC,2025-07-15
208341,N,SOFOSBUVIR; VELPATASVIR,,,ORAL,EPCLUSA,GILEAD SCIENCES INC,1,M-277,2025-04-27
208341,N,SOFOSBUVIR; VELPATASVIR,,,ORAL,EPCLUSA,GILEAD SCIENCES INC,1,ODE-293,2027-03-19
208341,N,SOFOSBUVIR; VELPATASVIR,,,ORAL,EPCLUSA,GILEAD SCIENCES INC,2,M-277,2025-04-27
208341,N,SOFOSBUVIR; VELPATASVIR,,,ORAL,EPCLUSA,GILEAD SCIENCES INC,2,ODE-293,2027-03-19
208434,N,ALECTINIB HYDROCHLORIDE,,,ORAL,ALECENSA,HOFFMANN-LA ROCHE,1,I-947,2027-04-18
208434,N,ALECTINIB HYDROCHLORIDE,,,ORAL,ALECENSA,HOFFMANN-LA ROCHE,1,ODE-477,2031-04-18
208447,N,NIRAPARIB TOSYLATE,,,ORAL,ZEJULA,GLAXOSMITHKLINE,1,ODE-277,2026-10-23
208447,N,NIRAPARIB TOSYLATE,,,ORAL,ZEJULA,GLAXOSMITHKLINE,1,ODE-295,2027-04-29
208464,N,TENOFOVIR ALAFENAMIDE FUMARATE,,,ORAL,VEMLIDY,GILEAD SCIENCES INC,1,NPP,2025-10-17
208558,N,OLAPARIB,,,ORAL,LYNPARZA,ASTRAZENECA,1,I-885,2025-03-11
208558,N,OLAPARIB,,,ORAL,LYNPARZA,ASTRAZENECA,1,I-914,2026-05-31
208558,N,OLAPARIB,,,ORAL,LYNPARZA,ASTRAZENECA,1,ODE-226,2025-12-19
208558,N,OLAPARIB,,,ORAL,LYNPARZA,ASTRAZENECA,1,ODE-283,2026-12-27
208558,N,OLAPARIB,,,ORAL,LYNPARZA,ASTRAZENECA,1,ODE-306,2027-05-08
208558,N,OLAPARIB,,,ORAL,LYNPARZA,ASTRAZENECA,2,I-885,2025-03-11
208558,N,OLAPARIB,,,ORAL,LYNPARZA,ASTRAZENECA,2,I-914,2026-05-31
208558,N,OLAPARIB,,,ORAL,LYNPARZA,ASTRAZENECA,2,ODE-226,2025-12-19
208558,N,OLAPARIB,,,ORAL,LYNPARZA,ASTRAZENECA,2,ODE-283,2026-12-27
208558,N,OLAPARIB,,,ORAL,LYNPARZA,ASTRAZENECA,2,ODE-306,2027-05-08
208573,N,VENETOCLAX,,,ORAL,VENCLEXTA,ABBVIE,1,ODE-185,2025-06-08
208573,N,VENETOCLAX,,,ORAL,VENCLEXTA,ABBVIE,1,ODE-211,2025-11-21
208573,N,VENETOCLAX,,,ORAL,VENCLEXTA,ABBVIE,1,ODE-239,2026-05-15
208573,N,VENETOCLAX,,,ORAL,VENCLEXTA,ABBVIE,2,ODE-185,2025-06-08
208573,N,VENETOCLAX,,,ORAL,VENCLEXTA,ABBVIE,2,ODE-211,2025-11-21
208573,N,VENETOCLAX,,,ORAL,VENCLEXTA,ABBVIE,2,ODE-239,2026-05-15
208573,N,VENETOCLAX,,,ORAL,VENCLEXTA,ABBVIE,3,ODE-185,2025-06-08
208573,N,VENETOCLAX,,,ORAL,VENCLEXTA,ABBVIE,3,ODE-211,2025-11-21
208573,N,VENETOCLAX,,,ORAL,VENCLEXTA,ABBVIE,3,ODE-239,2026-05-15
208610,N,DELAFLOXACIN MEGLUMINE,,,ORAL,BAXDELA,MELINTA,1,NCE,2022-06-19
208611,N,DELAFLOXACIN MEGLUMINE,,,INTRAVENOUS,BAXDELA,MELINTA,1,NCE,2022-06-19
208623,N,MIGALASTAT HYDROCHLORIDE,,,ORAL,GALAFOLD,AMICUS THERAP US,1,ODE-205,2025-08-10
208627,N,TECOVIRIMAT,,,ORAL,TPOXX,SIGA TECHNOLOGIES,1,ODE-200,2025-07-13
208658,N,EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,TABLET,EXTENDED RELEASE,ORAL,SYNJARDY XR,BOEHRINGER INGELHEIM,1,M-296,2026-06-20
208658,N,EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,TABLET,EXTENDED RELEASE,ORAL,SYNJARDY XR,BOEHRINGER INGELHEIM,2,M-296,2026-06-20
208658,N,EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,TABLET,EXTENDED RELEASE,ORAL,SYNJARDY XR,BOEHRINGER INGELHEIM,3,M-296,2026-06-20
208658,N,EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,TABLET,EXTENDED RELEASE,ORAL,SYNJARDY XR,BOEHRINGER INGELHEIM,4,M-296,2026-06-20
208684,N,DEFLAZACORT,,,ORAL,EMFLAZA,PTC THERAP,1,ODE-252,2026-06-07
208684,N,DEFLAZACORT,,,ORAL,EMFLAZA,PTC THERAP,2,ODE-252,2026-06-07
208684,N,DEFLAZACORT,,,ORAL,EMFLAZA,PTC THERAP,3,ODE-252,2026-06-07
208684,N,DEFLAZACORT,,,ORAL,EMFLAZA,PTC THERAP,4,ODE-252,2026-06-07
208685,N,DEFLAZACORT,,,ORAL,EMFLAZA,PTC THERAP,1,ODE-252,2026-06-07
208692,N,CABOZANTINIB S-MALATE,,,ORAL,CABOMETYX,EXELIXIS INC,1,ODE-227,2026-01-14
208692,N,CABOZANTINIB S-MALATE,,,ORAL,CABOMETYX,EXELIXIS INC,1,ODE-375,2028-09-17
208692,N,CABOZANTINIB S-MALATE,,,ORAL,CABOMETYX,EXELIXIS INC,2,ODE-227,2026-01-14
208692,N,CABOZANTINIB S-MALATE,,,ORAL,CABOMETYX,EXELIXIS INC,2,ODE-375,2028-09-17
208692,N,CABOZANTINIB S-MALATE,,,ORAL,CABOMETYX,EXELIXIS INC,3,ODE-227,2026-01-14
208692,N,CABOZANTINIB S-MALATE,,,ORAL,CABOMETYX,EXELIXIS INC,3,ODE-375,2028-09-17
208700,N,LUTETIUM LU 177 DOTATATE,,,INTRAVENOUS,LUTATHERA,AAA USA INC,1,NPP,2027-04-23
208700,N,LUTETIUM LU 177 DOTATATE,,,INTRAVENOUS,LUTATHERA,AAA USA INC,1,ODE-166,2025-01-26
208700,N,LUTETIUM LU 177 DOTATATE,,,INTRAVENOUS,LUTATHERA,AAA USA INC,1,ODE-479,2031-04-23
208711,N,TRICLABENDAZOLE,,,ORAL,EGATEN,NOVARTIS,1,ODE-228,2026-02-13
208712,N,PACRITINIB CITRATE,,,ORAL,VONJO,SOBI,1,NCE,2027-02-28
208712,N,PACRITINIB CITRATE,,,ORAL,VONJO,SOBI,1,ODE-397,2029-02-28
208743,N,ABALOPARATIDE,,,SUBCUTANEOUS,TYMLOS,RADIUS,1,I-907,2025-12-19
208772,N,BRIGATINIB,,,ORAL,ALUNBRIG,TAKEDA PHARMS USA,1,ODE-300,2027-05-22
208772,N,BRIGATINIB,,,ORAL,ALUNBRIG,TAKEDA PHARMS USA,2,ODE-300,2027-05-22
208772,N,BRIGATINIB,,,ORAL,ALUNBRIG,TAKEDA PHARMS USA,3,ODE-300,2027-05-22
208798,N,FLUTICASONE PROPIONATE,,,INHALATION,ARMONAIR DIGIHALER,TEVA PHARM,1,NPP,2024-07-09
208798,N,FLUTICASONE PROPIONATE,,,INHALATION,ARMONAIR DIGIHALER,TEVA PHARM,4,NPP,2024-07-09
208798,N,FLUTICASONE PROPIONATE,,,INHALATION,ARMONAIR DIGIHALER,TEVA PHARM,7,NS,2024-07-09
208799,N,FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE,,,INHALATION,AIRDUO DIGIHALER,TEVA PHARM,1,M-61,2024-07-09
208799,N,FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE,,,INHALATION,AIRDUO DIGIHALER,TEVA PHARM,4,M-61,2024-07-09
208969,N,NALOXONE HYDROCHLORIDE,SPRAY,METERED,NASAL,REXTOVY,AMPHASTAR PHARMS INC,1,NP,2026-03-07
209022,N,FLUTICASONE PROPIONATE,SPRAY,METERED,NASAL,XHANCE,OPTINOSE US INC,1,I-940,2027-03-15
209092,N,RIBOCICLIB SUCCINATE,,,ORAL,KISQALI,NOVARTIS,1,I-950,2027-09-17
209115,N,RUCAPARIB CAMSYLATE,,,ORAL,RUBRACA,PHARMAAND,1,ODE-168,2025-04-06
209115,N,RUCAPARIB CAMSYLATE,,,ORAL,RUBRACA,PHARMAAND,2,ODE-168,2025-04-06
209115,N,RUCAPARIB CAMSYLATE,,,ORAL,RUBRACA,PHARMAAND,3,ODE-168,2025-04-06
209210,N,EXENATIDE SYNTHETIC,SUSPENSION,EXTENDED RELEASE,SUBCUTANEOUS,BYDUREON BCISE,ASTRAZENECA AB,1,NPP,2024-07-22
209241,N,VALBENAZINE TOSYLATE,,,ORAL,INGREZZA,NEUROCRINE,1,I-925,2026-08-18
209241,N,VALBENAZINE TOSYLATE,,,ORAL,INGREZZA,NEUROCRINE,1,ODE-440,2030-08-18
209241,N,VALBENAZINE TOSYLATE,,,ORAL,INGREZZA,NEUROCRINE,2,I-925,2026-08-18
209241,N,VALBENAZINE TOSYLATE,,,ORAL,INGREZZA,NEUROCRINE,2,ODE-440,2030-08-18
209241,N,VALBENAZINE TOSYLATE,,,ORAL,INGREZZA,NEUROCRINE,3,I-925,2026-08-18
209241,N,VALBENAZINE TOSYLATE,,,ORAL,INGREZZA,NEUROCRINE,3,ODE-440,2030-08-18
209299,N,FOSTAMATINIB DISODIUM,,,ORAL,TAVALISSE,RIGEL PHARMS,1,ODE-174,2025-04-17
209299,N,FOSTAMATINIB DISODIUM,,,ORAL,TAVALISSE,RIGEL PHARMS,2,ODE-174,2025-04-17
209363,N,SECNIDAZOLE,,,ORAL,SOLOSEC,EVOFEM INC,1,NCE,2022-09-15
209363,N,SECNIDAZOLE,,,ORAL,SOLOSEC,EVOFEM INC,1,NPP,2025-01-26
209394,N,GLECAPREVIR; PIBRENTASVIR,,,ORAL,MAVYRET,ABBVIE,1,ODE-232,2026-04-30
209394,N,GLECAPREVIR; PIBRENTASVIR,,,ORAL,MAVYRET,ABBVIE,1,ODE-233,2026-04-30
209394,N,GLECAPREVIR; PIBRENTASVIR,,,ORAL,MAVYRET,ABBVIE,1,ODE-372,2028-06-10
209401,N,CYTARABINE; DAUNORUBICIN,,,INTRAVENOUS,VYXEOS,CELATOR PHARMS,1,ODE-350,2028-03-30
209445,N,CEFIDEROCOL SULFATE TOSYLATE,,,INTRAVENOUS,FETROJA,SHIONOGI INC,1,NCE,2024-11-14
209471,N,ACETAMINOPHEN; IBUPROFEN,,,ORAL,COMBOGESIC,AFT PHARMS US,1,NP,2026-03-01
209510,N,AMISULPRIDE,,,INTRAVENOUS,BARHEMSYS,ACACIA,1,NCE,2025-02-26
209510,N,AMISULPRIDE,,,INTRAVENOUS,BARHEMSYS,ACACIA,2,NCE,2025-02-26
209566,N,MIDAZOLAM HYDROCHLORIDE,,,INTRAMUSCULAR,SEIZALAM,MMT,1,ODE-207,2025-09-14
209569,N,BRILLIANT BLUE G,,,OPHTHALMIC,TISSUEBLUE,DUTCH OPHTHALMIC,1,ODE-282,2026-12-20
209607,N,IOBENGUANE I-131,,,INTRAVENOUS,AZEDRA,PROGENICS PHARMS INC,1,ODE-204,2025-07-30
209637,N,SEMAGLUTIDE,,,SUBCUTANEOUS,OZEMPIC,NOVO,1,I-961,2028-01-28
209637,N,SEMAGLUTIDE,,,SUBCUTANEOUS,OZEMPIC,NOVO,2,I-961,2028-01-28
209637,N,SEMAGLUTIDE,,,SUBCUTANEOUS,OZEMPIC,NOVO,3,D-185,2025-03-28
209637,N,SEMAGLUTIDE,,,SUBCUTANEOUS,OZEMPIC,NOVO,3,I-961,2028-01-28
209637,N,SEMAGLUTIDE,,,SUBCUTANEOUS,OZEMPIC,NOVO,4,I-961,2028-01-28
209776,N,MEROPENEM; VABORBACTAM,,,INTRAVENOUS,VABOMERE,REMPEX,1,NCE,2022-08-29
209816,N,OMADACYCLINE TOSYLATE,,,ORAL,NUZYRA,PARATEK PHARMS INC,1,NCE,2023-10-02
209817,N,OMADACYCLINE TOSYLATE,,,INTRAVENOUS,NUZYRA,PARATEK PHARMS INC,1,NCE,2023-10-02
209819,N,BUPRENORPHINE,SOLUTION,EXTENDED RELEASE,SUBCUTANEOUS,SUBLOCADE,INDIVIOR,1,M-314,2028-02-21
209819,N,BUPRENORPHINE,SOLUTION,EXTENDED RELEASE,SUBCUTANEOUS,SUBLOCADE,INDIVIOR,2,M-314,2028-02-21
209884,N,SIPONIMOD,,,ORAL,MAYZENT,NOVARTIS,1,M-274,2025-03-01
209884,N,SIPONIMOD,,,ORAL,MAYZENT,NOVARTIS,2,M-274,2025-03-01
209884,N,SIPONIMOD,,,ORAL,MAYZENT,NOVARTIS,3,M-274,2025-03-01
209899,N,OZANIMOD HYDROCHLORIDE,,,ORAL,ZEPOSIA,BRISTOL,1,M-309,2027-08-30
209899,N,OZANIMOD HYDROCHLORIDE,,,ORAL,ZEPOSIA,BRISTOL,1,NCE,2025-03-25
209899,N,OZANIMOD HYDROCHLORIDE,,,ORAL,ZEPOSIA,BRISTOL,2,M-309,2027-08-30
209899,N,OZANIMOD HYDROCHLORIDE,,,ORAL,ZEPOSIA,BRISTOL,2,NCE,2025-03-25
209899,N,OZANIMOD HYDROCHLORIDE,,,ORAL,ZEPOSIA,BRISTOL,3,M-309,2027-08-30
209899,N,OZANIMOD HYDROCHLORIDE,,,ORAL,ZEPOSIA,BRISTOL,3,NCE,2025-03-25
209935,N,LETROZOLE; RIBOCICLIB SUCCINATE,,,ORAL,KISQALI FEMARA CO-PACK (COPACKAGED),NOVARTIS,1,I-951,2027-09-17
209939,N,LETERMOVIR,,,ORAL,PREVYMIS,MERCK SHARP DOHME,1,D-189,2026-08-02
209939,N,LETERMOVIR,,,ORAL,PREVYMIS,MERCK SHARP DOHME,1,I-916,2026-06-05
209939,N,LETERMOVIR,,,ORAL,PREVYMIS,MERCK SHARP DOHME,1,NPP,2027-08-30
209939,N,LETERMOVIR,,,ORAL,PREVYMIS,MERCK SHARP DOHME,1,ODE-423,2030-06-05
209939,N,LETERMOVIR,,,ORAL,PREVYMIS,MERCK SHARP DOHME,1,ODE-495,2031-08-30
209939,N,LETERMOVIR,,,ORAL,PREVYMIS,MERCK SHARP DOHME,1,ODE-497,2031-08-30
209939,N,LETERMOVIR,,,ORAL,PREVYMIS,MERCK SHARP DOHME,2,D-189,2026-08-02
209939,N,LETERMOVIR,,,ORAL,PREVYMIS,MERCK SHARP DOHME,2,I-916,2026-06-05
209939,N,LETERMOVIR,,,ORAL,PREVYMIS,MERCK SHARP DOHME,2,NPP,2027-08-30
209939,N,LETERMOVIR,,,ORAL,PREVYMIS,MERCK SHARP DOHME,2,ODE-423,2030-06-05
209939,N,LETERMOVIR,,,ORAL,PREVYMIS,MERCK SHARP DOHME,2,ODE-495,2031-08-30
209939,N,LETERMOVIR,,,ORAL,PREVYMIS,MERCK SHARP DOHME,2,ODE-497,2031-08-30
209940,N,LETERMOVIR,,,INTRAVENOUS,PREVYMIS,MERCK SHARP DOHME,1,D-189,2026-08-02
209940,N,LETERMOVIR,,,INTRAVENOUS,PREVYMIS,MERCK SHARP DOHME,1,I-916,2026-06-05
209940,N,LETERMOVIR,,,INTRAVENOUS,PREVYMIS,MERCK SHARP DOHME,1,NPP,2027-08-30
209940,N,LETERMOVIR,,,INTRAVENOUS,PREVYMIS,MERCK SHARP DOHME,1,ODE-423,2030-06-05
209940,N,LETERMOVIR,,,INTRAVENOUS,PREVYMIS,MERCK SHARP DOHME,1,ODE-495,2031-08-30
209940,N,LETERMOVIR,,,INTRAVENOUS,PREVYMIS,MERCK SHARP DOHME,1,ODE-497,2031-08-30
209940,N,LETERMOVIR,,,INTRAVENOUS,PREVYMIS,MERCK SHARP DOHME,2,D-189,2026-08-02
209940,N,LETERMOVIR,,,INTRAVENOUS,PREVYMIS,MERCK SHARP DOHME,2,I-916,2026-06-05
209940,N,LETERMOVIR,,,INTRAVENOUS,PREVYMIS,MERCK SHARP DOHME,2,NPP,2027-08-30
209940,N,LETERMOVIR,,,INTRAVENOUS,PREVYMIS,MERCK SHARP DOHME,2,ODE-423,2030-06-05
209940,N,LETERMOVIR,,,INTRAVENOUS,PREVYMIS,MERCK SHARP DOHME,2,ODE-495,2031-08-30
209940,N,LETERMOVIR,,,INTRAVENOUS,PREVYMIS,MERCK SHARP DOHME,2,ODE-497,2031-08-30
209964,N,IVABRADINE,,,ORAL,CORLANOR,AMGEN INC,1,ODE-234,2026-04-22
209988,N,FUROSEMIDE,,,SUBCUTANEOUS,FUROSCIX,SCPHARMACEUTICALS,1,NP,2025-10-07
210115,N,TACROLIMUS,,,ORAL,PROGRAF,ASTELLAS,1,ODE-269,2025-05-24
210115,N,TACROLIMUS,,,ORAL,PROGRAF,ASTELLAS,1,ODE-360,2028-07-16
210115,N,TACROLIMUS,,,ORAL,PROGRAF,ASTELLAS,2,ODE-269,2025-05-24
210115,N,TACROLIMUS,,,ORAL,PROGRAF,ASTELLAS,2,ODE-360,2028-07-16
210136,N,BUPRENORPHINE,SOLUTION,EXTENDED RELEASE,SUBCUTANEOUS,BRIXADI,BRAEBURN,1,NP,2026-05-23
210136,N,BUPRENORPHINE,SOLUTION,EXTENDED RELEASE,SUBCUTANEOUS,BRIXADI,BRAEBURN,2,NP,2026-05-23
210136,N,BUPRENORPHINE,SOLUTION,EXTENDED RELEASE,SUBCUTANEOUS,BRIXADI,BRAEBURN,3,NP,2026-05-23
210136,N,BUPRENORPHINE,SOLUTION,EXTENDED RELEASE,SUBCUTANEOUS,BRIXADI,BRAEBURN,4,NP,2026-05-23
210136,N,BUPRENORPHINE,SOLUTION,EXTENDED RELEASE,SUBCUTANEOUS,BRIXADI,BRAEBURN,5,NP,2026-05-23
210136,N,BUPRENORPHINE,SOLUTION,EXTENDED RELEASE,SUBCUTANEOUS,BRIXADI,BRAEBURN,6,NP,2026-05-23
210136,N,BUPRENORPHINE,SOLUTION,EXTENDED RELEASE,SUBCUTANEOUS,BRIXADI,BRAEBURN,7,NP,2026-05-23
210238,N,AVATROMBOPAG MALEATE,,,ORAL,DOPTELET,AKARX INC,1,ODE-246,2026-06-26
210251,N,BICTEGRAVIR SODIUM; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,,,ORAL,BIKTARVY,GILEAD SCIENCES INC,1,I-942,2027-02-23
210251,N,BICTEGRAVIR SODIUM; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,,,ORAL,BIKTARVY,GILEAD SCIENCES INC,1,M-305,2027-04-24
210251,N,BICTEGRAVIR SODIUM; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,,,ORAL,BIKTARVY,GILEAD SCIENCES INC,1,ODE-256,2026-06-18
210251,N,BICTEGRAVIR SODIUM; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,,,ORAL,BIKTARVY,GILEAD SCIENCES INC,1,ODE-468,2031-02-23
210251,N,BICTEGRAVIR SODIUM; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,,,ORAL,BIKTARVY,GILEAD SCIENCES INC,2,I-942,2027-02-23
210251,N,BICTEGRAVIR SODIUM; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,,,ORAL,BIKTARVY,GILEAD SCIENCES INC,2,ODE-378,2028-10-07
210251,N,BICTEGRAVIR SODIUM; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,,,ORAL,BIKTARVY,GILEAD SCIENCES INC,2,ODE-468,2031-02-23
210259,N,ACALABRUTINIB,,,ORAL,CALQUENCE,ASTRAZENECA,1,I-960,2028-01-16
210259,N,ACALABRUTINIB,,,ORAL,CALQUENCE,ASTRAZENECA,1,ODE-274,2026-11-21
210303,N,PLAZOMICIN SULFATE,,,INTRAVENOUS,ZEMDRI,CIPLA USA,1,NCE,2023-06-25
210365,N,CANNABIDIOL,,,ORAL,EPIDIOLEX,JAZZ PHARMS RES,1,M-270,2026-10-20
210365,N,CANNABIDIOL,,,ORAL,EPIDIOLEX,JAZZ PHARMS RES,1,ODE-216,2025-09-28
210365,N,CANNABIDIOL,,,ORAL,EPIDIOLEX,JAZZ PHARMS RES,1,ODE-326,2027-07-31
210365,N,CANNABIDIOL,,,ORAL,EPIDIOLEX,JAZZ PHARMS RES,1,ODE-332,2027-07-31
210491,N,"IVACAFTOR; IVACAFTOR, TEZACAFTOR",,,ORAL,SYMDEKO (COPACKAGED),VERTEX PHARMS INC,1,ODE-173,2025-02-12
210491,N,"IVACAFTOR; IVACAFTOR, TEZACAFTOR",,,ORAL,SYMDEKO (COPACKAGED),VERTEX PHARMS INC,1,ODE-247,2026-06-21
210491,N,"IVACAFTOR; IVACAFTOR, TEZACAFTOR",,,ORAL,SYMDEKO (COPACKAGED),VERTEX PHARMS INC,1,ODE-335,2027-12-21
210491,N,"IVACAFTOR; IVACAFTOR, TEZACAFTOR",,,ORAL,SYMDEKO (COPACKAGED),VERTEX PHARMS INC,2,ODE-173,2025-02-12
210491,N,"IVACAFTOR; IVACAFTOR, TEZACAFTOR",,,ORAL,SYMDEKO (COPACKAGED),VERTEX PHARMS INC,2,ODE-247,2026-06-21
210491,N,"IVACAFTOR; IVACAFTOR, TEZACAFTOR",,,ORAL,SYMDEKO (COPACKAGED),VERTEX PHARMS INC,2,ODE-335,2027-12-21
210496,N,ENCORAFENIB,,,ORAL,BRAFTOVI,ARRAY BIOPHARMA INC,1,I-928,2026-10-11
210496,N,ENCORAFENIB,,,ORAL,BRAFTOVI,ARRAY BIOPHARMA INC,1,I-957,2027-12-20
210496,N,ENCORAFENIB,,,ORAL,BRAFTOVI,ARRAY BIOPHARMA INC,1,ODE-194,2025-06-27
210496,N,ENCORAFENIB,,,ORAL,BRAFTOVI,ARRAY BIOPHARMA INC,1,ODE-445,2030-10-11
210496,N,ENCORAFENIB,,,ORAL,BRAFTOVI,ARRAY BIOPHARMA INC,2,I-928,2026-10-11
210496,N,ENCORAFENIB,,,ORAL,BRAFTOVI,ARRAY BIOPHARMA INC,2,I-957,2027-12-20
210496,N,ENCORAFENIB,,,ORAL,BRAFTOVI,ARRAY BIOPHARMA INC,2,ODE-194,2025-06-27
210496,N,ENCORAFENIB,,,ORAL,BRAFTOVI,ARRAY BIOPHARMA INC,2,ODE-445,2030-10-11
210498,N,BINIMETINIB,,,ORAL,MEKTOVI,ARRAY BIOPHARMA INC,1,I-928,2026-10-11
210498,N,BINIMETINIB,,,ORAL,MEKTOVI,ARRAY BIOPHARMA INC,1,ODE-194,2025-06-27
210563,N,IBRUTINIB,,,ORAL,IMBRUVICA,PHARMACYCLICS LLC,1,M-14,2025-08-24
210563,N,IBRUTINIB,,,ORAL,IMBRUVICA,PHARMACYCLICS LLC,1,NPP,2025-08-24
210563,N,IBRUTINIB,,,ORAL,IMBRUVICA,PHARMACYCLICS LLC,1,ODE-405,2029-08-24
210563,N,IBRUTINIB,,,ORAL,IMBRUVICA,PHARMACYCLICS LLC,2,M-14,2025-08-24
210563,N,IBRUTINIB,,,ORAL,IMBRUVICA,PHARMACYCLICS LLC,2,NPP,2025-08-24
210563,N,IBRUTINIB,,,ORAL,IMBRUVICA,PHARMACYCLICS LLC,2,ODE-405,2029-08-24
210563,N,IBRUTINIB,,,ORAL,IMBRUVICA,PHARMACYCLICS LLC,3,M-14,2025-08-24
210563,N,IBRUTINIB,,,ORAL,IMBRUVICA,PHARMACYCLICS LLC,3,NPP,2025-08-24
210563,N,IBRUTINIB,,,ORAL,IMBRUVICA,PHARMACYCLICS LLC,3,ODE-405,2029-08-24
210563,N,IBRUTINIB,,,ORAL,IMBRUVICA,PHARMACYCLICS LLC,4,M-14,2025-08-24
210563,N,IBRUTINIB,,,ORAL,IMBRUVICA,PHARMACYCLICS LLC,4,NPP,2025-08-24
210563,N,IBRUTINIB,,,ORAL,IMBRUVICA,PHARMACYCLICS LLC,4,ODE-405,2029-08-24
210589,N,FISH OIL TRIGLYCERIDES,,,INTRAVENOUS,OMEGAVEN,FRESENIUS KABI USA,1,ODE-202,2025-07-27
210589,N,FISH OIL TRIGLYCERIDES,,,INTRAVENOUS,OMEGAVEN,FRESENIUS KABI USA,2,ODE-202,2025-07-27
210656,N,GLASDEGIB MALEATE,,,ORAL,DAURISMO,PFIZER,1,ODE-224,2025-11-21
